contractSymbol,strike,bid,ask,change,percentChange,impliedVolatility,inTheMoney,bsmValuation,diff,delta,gamma,vega,rho,theta
AAPL240607C00215000,215.0,0.0,0.0,-0.01,-33.333336,0.2500075,False,0.22573402949985955,0.22573402949985955,0.047873282382813555,0.008575785111757706,4.0866407781862915,78.64254485880842,-13.037979577890582
AAPL240607C00220000,220.0,0.0,0.01,0.0,0.0,0.39063109375,False,0.08443803921930604,0.07443803921930604,0.02017422635467729,0.004199046953061798,2.0009825671091357,33.23333295214475,-6.3789199555982155
AAPL240607C00225000,225.0,0.0,0.01,0.0,0.0,0.45313046875,False,0.028699750102681332,0.01869975010268133,0.007636152283235297,0.001811315275538892,0.8631506935756006,12.607430267913657,-2.749995507850706
AAPL240607C00230000,230.0,0.0,0.01,0.0,0.0,0.51562984375,False,0.00889329949288098,-0.0011067005071190208,0.002608730746862069,0.0006943382635110906,0.33087478575333623,4.314964698115652,-1.0536754395603305
AAPL240607C00235000,235.0,0.0,0.0,0.0,0.0,0.2500075,False,0.002521925279007492,0.002521925279007492,0.0008084951274196674,0.00023842329277674404,0.11361646053782554,1.3393205358875149,-0.36167835917449903
AAPL240607C00240000,240.0,0.0,0.01,0.0,0.0,0.5937540625000001,False,0.000657098535928019,-0.009342901464071981,0.00022848596425661895,7.387917594370202e-05,0.03520583236820994,0.3789828315791808,-0.11203755034497155
AAPL240607C00245000,245.0,0.0,0.01,0.0,0.0,0.6562534375000001,False,0.00015795898438010318,-0.009842041015619897,5.918128096061428e-05,2.079890585381252e-05,0.009911355718010354,0.09826833352415286,-0.03153349707328007
AAPL240607C00250000,250.0,0.0,0.0,0.0,0.0,0.500005,False,3.5177016477838576e-05,3.5177016477838576e-05,1.4118712827526988e-05,5.353405778362569e-06,0.002551072125867501,0.023465335533719572,-0.008114637886919985
AAPL240607C00255000,255.0,0.0,0.01,0.0,0.0,0.7500025,False,7.286672818931656e-06,-0.009992713327181069,3.1170935440060924e-06,1.2671100469722074e-06,0.0006038191863397605,0.005184775398917267,-0.0019203226353174552
AAPL240607C00260000,260.0,0.0,0.01,0.0,0.0,0.79687703125,False,1.4094841133718535e-06,-0.009998590515886628,6.397512521820477e-07,2.772882825816804e-07,0.00013213689337410192,0.0010648674665012085,-0.00042016811800038996
AAPL240607C00265000,265.0,0.0,0.0,0.0,0.0,0.500005,False,2.5556126466778534e-07,2.5556126466778534e-07,1.2258623131524523e-07,5.6383455867514666e-08,2.6868552203732343e-05,0.00020417093742026087,-8.542475714247482e-05
AAPL240614C00100000,100.0,92.45,93.45,0.0,0.0,1.0000000000000003e-05,True,94.31211810824566,0.862118108245653,1.0,3.6514439124673207e-29,1.7400318918311356e-26,866.6700386765297,-2.734507442386327
AAPL240614C00120000,120.0,70.6,74.2,0.0,0.0,0.500005,True,74.33654124161353,0.13654124161352854,0.9999999999999997,1.9877800645386918e-16,9.472419100931301e-14,1040.0040464118351,-3.2814089308638916
AAPL240614C00125000,125.0,67.45,68.65,0.0,0.0,1.0000000000000003e-05,True,69.34264702495561,0.6926470249556047,0.9999999999999392,3.9548778666222726e-14,1.88462804884489e-11,1083.3375483455586,-3.4181343030423657
AAPL240614C00130000,130.0,62.75,64.85,0.0,0.0,1.2900426123046875,True,64.34875280830903,-0.5012471916909647,0.9999999999930604,4.122935069926835e-12,1.9647127770816968e-09,1126.671050267695,-3.5548596812973963
AAPL240614C00135000,135.0,57.4,59.15,0.0,0.0,1.0000000000000003e-05,True,59.35485859244915,0.20485859244914906,0.9999999995557023,2.403460868025103e-10,1.1453273448491594e-07,1170.0045514576277,-3.6915854081533044
AAPL240614C00140000,140.0,52.5,54.0,0.0,0.0,1.0000000000000003e-05,True,54.360964408908615,0.3609644089086146,0.9999999830744851,8.292509556366566e-09,3.951650754411368e-06,1213.338025332503,-3.828322863691617
AAPL240614C00145000,145.0,47.45,48.7,0.0,0.0,1.0000000000000003e-05,True,49.36707105279726,0.6670710527972545,0.9999995963828122,1.7798490879374054e-07,8.481560308467047e-05,1256.6708682065225,-3.96530266970542
AAPL240614C00150000,150.0,42.55,44.1,0.0,0.0,1.0000000000000003e-05,True,44.373191474434236,0.27319147443423475,0.999993697634168,2.483029808084085e-06,0.0011832445350404431,1299.994303466903,-4.105480671314255
AAPL240614C00155000,155.0,37.85,39.95,0.0,0.0,0.8256853369140623,True,39.37946682962399,-0.5705331703760095,0.999932918550583,2.3406332939837147e-05,0.011153879605565147,1343.2239185288183,-4.273506705258314
AAPL240614C00160000,160.0,32.3,34.85,0.0,0.0,0.708010732421875,True,34.386958597291994,-0.46304140270800787,0.9994953579826299,0.00015431103268063638,0.07353423044755776,1385.8080849365708,-4.605748203368195
AAPL240614C00165000,165.0,27.7,28.45,0.0,0.0,1.0000000000000003e-05,True,29.40131830059869,0.9513183005986896,0.9972271306697958,0.0007336678136460461,0.3496165967099646,1425.247901715916,-5.605965558143035
AAPL240614C00167500,167.5,25.3,26.3,0.0,0.0,1.0000000000000003e-05,True,26.91667427910852,0.6166742791085191,0.9941671593762325,0.0014275378566981167,0.6802682601723296,1441.6517080460226,-6.706602468025009
AAPL240614C00170000,170.0,0.0,0.0,2.0300007,10.480127,1.0000000000000003e-05,True,24.444310137169396,24.444310137169396,0.9885298103889483,0.002585544838349122,1.2320962841921002,1453.6059626971157,-8.494806890654656
AAPL240614C00172500,172.5,20.55,20.9,0.0,0.0,1.0000000000000003e-05,True,21.993403966170376,1.0934039661703778,0.9788404687858728,0.0043721047021148055,2.0834502181806998,1458.5462332185334,-11.211024823397887
AAPL240614C00175000,175.0,18.2,18.5,0.0,0.0,1.0000000000000003e-05,True,19.57755503165376,1.077555031653759,0.9632588383056542,0.006922033634500881,3.2985743637564675,1453.253534073364,-15.0488929297526
AAPL240614C00177500,177.5,15.65,16.0,0.0,0.0,1.0000000000000003e-05,True,17.215402209582294,1.2154022095822938,0.9397513773619725,0.010288434587006415,4.902774005999436,1434.1395226017057,-20.07736171160613
AAPL240614C00180000,180.0,13.25,13.55,1.0,7.6923075,1.0000000000000003e-05,True,14.930554340709904,1.380554340709903,0.9063942286049229,0.014392830427855068,6.858652236907259,1397.7575530787847,-26.166927395576703
AAPL240614C00182500,182.5,11.1,11.25,0.35000038,3.0755749,1.0000000000000003e-05,True,12.750573590970447,1.500573590970447,0.8617645693553624,0.018996695020368697,9.052543587475162,1341.4709412063842,-32.94870575100602
AAPL240614C00185000,185.0,8.95,9.15,0.8299999,9.57324,1.0000000000000003e-05,True,10.704948345813335,1.5549483458133349,0.805333410104094,0.023710820709887226,11.298977940158402,1264.1324367714167,-39.8307361965673
AAPL240614C00187500,187.5,7.1,7.25,0.84000015,12.156298,0.19263502685546874,True,8.822261585190944,1.5722615851909438,0.737750677425728,0.02804819097349133,13.365876067658723,1166.5891718275084,-46.07949927408468
AAPL240614C00190000,190.0,5.35,5.5,0.17000008,3.2504795,0.2111895288085937,True,7.127016504336197,1.627016504336197,0.6609281268750513,0.03151084772431228,15.015944731268998,1051.8499176265586,-50.951756229090726
AAPL240614C00192500,192.5,3.9,4.05,0.19000006,5.053193,0.2235185070800781,True,5.636728079755642,1.586728079755642,0.5778762243482873,0.03368809122445345,16.053472136138208,924.8354598357084,-53.84220404431047
AAPL240614C00195000,195.0,2.75,2.81,0.14999986,5.639092,0.2269364416503906,False,4.359866803020907,1.5498668030209068,0.4923204374517429,0.03433818545233569,16.36326319861302,791.7498753378809,-54.40500057654793
AAPL240614C00197500,197.5,1.81,1.89,0.04000008,2.2222269,0.231452998046875,False,3.295051044559429,1.405051044559429,0.40818463141839684,0.03343090872718179,15.930916303979448,659.2170395790073,-52.61536118366748
AAPL240614C00200000,200.0,1.14,1.19,0.06999993,6.1403446,0.23242955078125,False,2.431591077958828,1.241591077958828,0.32906203115075294,0.031141400163190554,14.839890941556904,533.3844535281847,-48.757429200500454
AAPL240614C00202500,202.5,0.84,0.9,0.00999999,1.2345667,0.2536695727539063,False,1.751187245825463,0.8511872458254629,0.2577880744884731,0.027801125057451824,13.248141115787938,419.1887470338191,-43.347835917007274
AAPL240614C00205000,205.0,0.52,0.54,0.00999999,1.9607825,0.2536695727539063,False,1.230366455881878,0.6903664558818781,0.19619073673550125,0.023823409359114325,11.352630096677755,319.9138223985113,-37.02174156733356
AAPL240614C00207500,207.5,0.31,0.35,0.0,0.0,0.2612378564453125,False,0.8431553712557189,0.49315537125571896,0.14503982395962062,0.01962525944653794,9.352074998561791,237.0822152785652,-30.414312415536873
AAPL240614C00210000,210.0,0.24,0.27,-0.010000005,-3.846156,0.27930408203124996,False,0.5635352022458378,0.29353520224583773,0.10416687714409717,0.015563983917159015,7.416744999789434,170.63583753138983,-24.06548616980015
AAPL240614C00212500,212.5,0.14,0.16,-0.00999999,-6.2499943,0.28076891113281244,False,0.3673618116911257,0.2073618116911257,0.07269569615932477,0.011899172379609637,5.670342999442759,119.30775898951968,-18.363670749761148
AAPL240614C00215000,215.0,0.12,0.13,0.0,0.0,0.29883513671874995,False,0.23360844405587855,0.10360844405587855,0.049314744741143626,0.008781614469509052,4.184725167635521,81.0704383800578,-13.530408111062147
AAPL240614C00220000,220.0,0.07,0.08,0.0,0.0,0.32813171874999997,False,0.08777376649235302,0.007773766492353021,0.020881974534629002,0.004323524350178062,2.0603000990188822,34.425412567623965,-6.644219148297906
AAPL240614C00225000,225.0,0.0,0.06,0.0,0.0,0.3632876171875,False,0.029968281195143165,-0.030031718804856833,0.00794227447459145,0.0018750562104102955,0.8935253240369048,13.1230404442763,-2.8758104897480425
AAPL240614C00230000,230.0,0.01,0.05,0.0,0.0,0.398443515625,False,0.009328516570455858,-0.040671483429544145,0.002726388304788002,0.0007225586823162301,0.3443227339894063,4.513138690797601,-1.106486426567057
AAPL240614C00235000,235.0,0.02,0.03,0.0,0.0,0.41797457031249996,False,0.002657338072872578,-0.02734266192712742,0.0008490013418495788,0.00024939251518648204,0.11884365210343163,1.4075463373126578,-0.3814320911274303
AAPL240614C00240000,240.0,0.02,0.04,0.0,0.0,0.4726615234375,False,0.0006955073536282844,-0.039304492646371716,0.0002410693213024774,7.766806351062073e-05,0.037011360635669,0.40017735540929666,-0.11866857332299353
AAPL240614C00245000,245.0,0.02,0.04,0.0,0.0,0.5117236328125,False,0.0001679417124650067,-0.03983205828753499,6.273264050168336e-05,2.1973617233354923e-05,0.010471143931413187,0.10424999649282231,-0.033545066827990196
AAPL240614C00250000,250.0,0.01,0.02,0.0,0.0,0.500005,False,3.756633235307968e-05,-0.019962433667646922,1.5035024107870139e-05,5.6831433786637506e-06,0.0027082028265475594,0.025008707044384692,-0.008669758441556683
AAPL240614C00255000,255.0,0.01,0.02,0.0,0.0,0.5312546875,False,7.815817094583067e-06,-0.019992184182905416,3.3344966643769633e-06,1.3515391562952806e-06,0.0006440524054012513,0.005550954341268155,-0.0020605512475006297
AAPL240614C00260000,260.0,0.0,0.0,0.0,0.0,0.2500075,False,1.518407942288939e-06,1.518407942288939e-06,6.874384875614955e-07,2.9714042650036225e-07,0.00014159708620954016,0.001145188609828141,-0.00045278182457706215
AAPL240614C00265000,265.0,0.0,0.0,0.0,0.0,0.2500075,False,2.7649226029491665e-07,2.7649226029491665e-07,1.3230525970214026e-07,6.069591198213134e-08,2.8923577928195623e-05,0.00022054101463583287,-9.244605024596607e-05
AAPL240621C00005000,5.0,187.25,188.35,0.0,0.0,1.0000000000000003e-05,True,189.20037783615538,0.8503778361553884,1.0,0.0,0.0,43.33350193382648,-0.23223441010065576
AAPL240621C00010000,10.0,162.8,163.75,0.0,0.0,1.0000000000000003e-05,True,184.21075323090454,20.460753230904544,1.0,0.0,0.0,86.66700386765297,-0.4644688202013115
AAPL240621C00015000,15.0,153.25,155.0,0.0,0.0,1.0000000000000003e-05,True,179.22112862565368,24.221128625653677,1.0,0.0,0.0,130.00050580147945,-0.6967032303019673
AAPL240621C00020000,20.0,165.4,167.45,0.0,0.0,1.0000000000000003e-05,True,174.23150402040284,6.781504020402849,1.0,7.807123e-317,3.7203483474e-314,173.33400773530593,-0.928937640402623
AAPL240621C00025000,25.0,157.05,158.65,0.0,0.0,1.0000000000000003e-05,True,169.24187941515197,10.591879415151965,1.0,3.4741788114780345e-258,1.6555593005976024e-255,216.66750966913241,-1.1611720505032788
AAPL240621C00030000,30.0,138.8,140.15,0.0,0.0,1.0000000000000003e-05,True,164.25225480990113,24.102254809901126,1.0,9.412015678102818e-215,4.485131865341263e-212,260.0010116029589,-1.3934064606039347
AAPL240621C00035000,35.0,129.2,131.0,0.0,0.0,1.0000000000000003e-05,True,159.26263020465026,28.262630204650264,1.0,3.5308728168147447e-181,1.6825758397329006e-178,303.3345135367854,-1.6256408707045904
AAPL240621C00040000,40.0,152.45,153.75,0.0,0.0,1.0000000000000003e-05,True,154.27300559939943,0.5230055993994256,1.0,1.994656385602826e-154,9.505187009289992e-152,346.66801547061186,-1.857875280805246
AAPL240621C00050000,50.0,142.45,143.85,0.0,0.0,1.0000000000000003e-05,True,144.2937563888977,0.44375638889769675,1.0,1.4955855544814357e-114,7.126952033616758e-112,433.33501933826483,-2.3223441010065575
AAPL240621C00055000,55.0,137.4,138.9,0.0,0.0,1.0000000000000003e-05,True,139.30413178364685,0.40413178364684654,1.0,2.3141768107649314e-99,1.1027805850497464e-96,476.6685212720913,-2.5545785111072132
AAPL240621C00060000,60.0,132.5,133.85,0.0,0.0,1.0000000000000003e-05,True,134.314507178396,0.46450717839601907,1.0,1.8562752819266727e-86,8.845756002281604e-84,520.0020232059178,-2.7868129212078694
AAPL240621C00065000,65.0,127.45,128.95,0.0,0.0,1.0000000000000003e-05,True,129.32488257314515,0.3748825731451575,1.0,2.127694326936561e-75,1.0139156108346586e-72,563.3355251397443,-3.019047331308525
AAPL240621C00070000,70.0,122.55,123.9,0.0,0.0,1.0000000000000003e-05,True,124.3352579678943,0.4352579678942874,1.0,7.480018118283647e-66,3.56447213466674e-63,606.6690270735708,-3.251281741409181
AAPL240621C00075000,75.0,117.5,118.95,0.0,0.0,1.0000000000000003e-05,True,119.34563336264344,0.3956333626434372,1.0,1.4515768459751508e-57,6.917236211177924e-55,650.0025290073972,-3.4835161515098365
AAPL240621C00080000,80.0,112.75,113.95,0.0,0.0,1.0000000000000003e-05,True,114.35600875739259,0.40600875739258413,1.0,2.4642375332138225e-50,1.1742894043090996e-47,693.3360309412237,-3.715750561610492
AAPL240621C00085000,85.0,107.55,109.0,0.0,0.0,1.0000000000000003e-05,True,109.36638415214173,0.3663841521417339,1.0,5.279299737744526e-44,2.515758185096712e-41,736.6695328750501,-3.9479849717111484
AAPL240621C00090000,90.0,102.7,103.9,0.0,0.0,1.0000000000000003e-05,True,104.37675954689088,0.4767595468908752,1.0,1.9183671587609063e-38,9.141644008520245e-36,780.0030348088767,-4.1802193818118045
AAPL240621C00095000,95.0,97.55,99.0,0.0,0.0,1.0000000000000003e-05,True,99.38713494164003,0.3871349416400278,1.0,1.5052861773928707e-33,7.1731786596889606e-31,823.3365367427032,-4.41245379191246
AAPL240621C00100000,100.0,92.9,93.9,0.0,0.0,1.0000000000000003e-05,True,94.39751033638916,0.4975103363891549,1.0,3.1132053902156966e-29,1.4835437143920222e-26,866.6700386765297,-4.644688202013115
AAPL240621C00105000,105.0,87.6,89.05,0.0,0.0,1.0000000000000003e-05,True,89.40788573113831,0.35788573113831035,1.0,2.0037748155157646e-25,9.548639296199746e-23,910.0035406103561,-4.876922612113771
AAPL240621C00110000,110.0,0.0,83.95,0.0,0.0,1.0000000000000003e-05,True,84.41826112588745,0.4682611258874516,1.0,4.615276289766016e-22,2.1993293958001655e-19,953.3370425441826,-5.1091570222144265
AAPL240621C00115000,115.0,77.6,78.6,0.0,0.0,1.0000000000000003e-05,True,79.4286365206366,0.8286365206366071,1.0,4.2819783905964217e-19,2.0405020968088646e-16,996.6705444780091,-5.341391432315084
AAPL240621C00120000,120.0,0.0,74.0,0.0,0.0,1.0000000000000003e-05,True,74.43901191538575,0.43901191538574835,0.9999999999999998,1.7702701192368459e-16,8.435913404312456e-14,1040.0040464118351,-5.5736258424160035
AAPL240621C00125000,125.0,67.65,68.65,0.0,0.0,1.0000000000000003e-05,True,69.44938731013498,0.7993873101349749,0.9999999999999454,3.556659581096579e-14,1.6948640723644697e-11,1083.3375483455693,-5.805860252569661
AAPL240621C00130000,130.0,62.4,64.85,0.0,0.0,1.0249072192382815,True,64.4597627048945,-0.3902372951054929,0.9999999999937131,3.7427213408615085e-12,1.783528557867257e-09,1126.6710502687952,-6.038094668217379
AAPL240621C00135000,135.0,57.7,58.8,0.0,0.0,1.0000000000000003e-05,True,59.47013810037163,0.6701381003716307,0.9999999995939227,2.201588457150197e-10,1.0491285693993069e-07,1170.004551522058,-6.2703294018134095
AAPL240621C00140000,140.0,52.75,54.15,0.0,0.0,1.0000000000000003e-05,True,54.4805135255819,0.3305135255818996,0.9999999843988429,7.662326304307681e-09,3.6513479200897604e-06,1213.3380275650468,-6.502574923016573
AAPL240621C00145000,145.0,47.75,49.2,0.0,0.0,0.2500075,True,49.49088971822735,0.29088971822734777,0.9999996249259268,1.6584444003624522e-07,7.903027450610629e-05,1256.6709163232672,-6.735045160941312
AAPL240621C00150000,150.0,42.85,43.75,0.0,0.0,1.0000000000000003e-05,True,44.501278790552504,0.7512787905525045,0.9999940974319322,2.332486962396101e-06,0.001111505968362829,1299.994977429022,-6.970504152981876
AAPL240621C00155000,155.0,37.8,38.9,3.1800003,8.877723,1.0000000000000003e-05,True,39.51181380470504,0.6118138047050437,0.9999367019069095,2.2160257856374085e-05,0.010560084264100681,1343.2302963540596,-7.232184774444942
AAPL240621C00160000,160.0,33.25,34.1,0.0,0.0,1.0000000000000003e-05,True,34.523503130417936,0.4235031304179344,0.999520394556004,0.0001472090337249108,0.07014989674972379,1385.8502905768025,-7.64962371744397
AAPL240621C00165000,165.0,27.55,28.65,0.62999916,2.249997,1.0000000000000003e-05,True,29.541756693609045,0.8917566936090466,0.997346601841847,0.0007050689199022705,0.33598829284492343,1425.4493014791256,-8.705125900098317
AAPL240621C00167500,167.5,25.7,26.1,0.0,0.0,1.0000000000000003e-05,True,27.058738390881047,0.9587383908810452,0.9944000365629911,0.001376831916556407,0.6561052290353574,1442.0442832713366,-9.809524275382742
AAPL240621C00170000,170.0,23.35,23.65,0.55999947,2.42424,1.0000000000000003e-05,True,24.58756791097383,0.9375679109738329,0.9889523388868967,0.002502553793244705,1.1925483495449254,1454.3182448423165,-11.57698644393234
AAPL240621C00172500,172.5,21.2,21.7,0.0,0.0,0.12500875,True,22.13717294109955,0.4371729410995506,0.9795561974116844,0.004246562345659314,2.0236251984775824,1459.752781061469,-14.242419699330261
AAPL240621C00175000,175.0,18.35,18.65,0.88000107,4.8298635,1.0000000000000003e-05,True,19.720837455086865,1.070837455086867,0.9643939406576917,0.006746436715686324,3.2148967156344805,1455.167046514707,-17.996746900561583
AAPL240621C00177500,177.5,16.5,16.8,0.0,0.0,0.20801573242187496,True,17.356847533825004,0.5568475338250032,0.9414413667468093,0.010061498156023557,4.794631409044774,1436.9884432205083,-22.910493871878636
AAPL240621C00180000,180.0,13.6,14.05,0.4800005,3.5242329,1.0000000000000003e-05,True,15.068471383538537,1.018471383538536,0.9087623523511649,0.0141224995295535,6.729830763630338,1401.7496480805644,-28.860401862555037
AAPL240621C00182500,182.5,11.6,11.75,0.42000008,3.7735856,0.13575083007812502,True,12.883008139177804,1.1330081391778037,0.864895332112568,0.018701454776425354,8.911852000111768,1346.748665950259,-35.48735802470225
AAPL240621C00185000,185.0,9.5,9.65,0.3699999,4.0748887,0.17945156494140624,True,10.829827823535823,1.1798278235358222,0.8092474323654415,0.023418357139032134,11.159609527912185,1270.7305531179757,-42.21020444860017
AAPL240621C00187500,187.5,7.55,7.7,0.21999979,2.97297,0.19178054321289065,True,8.937590190630175,1.2375901906301747,0.7423881042965448,0.027791259606112548,13.243439907069096,1174.4067791371465,-48.30422500970865
AAPL240621C00190000,190.0,5.8,5.95,0.05000019,0.8695685,0.19739572143554687,True,7.231088015279099,1.2810880152790984,0.66614630586431,0.031321210725169336,14.925576527815778,1060.646537940391,-53.03056278813233
AAPL240621C00192500,192.5,4.3,4.4,-0.05000019,-1.1627951,0.19800606689453126,True,5.728315416718914,1.3283154167189135,0.5834636702996725,0.0335901514944432,16.006800666500318,934.2545793421292,-55.78301400449066
AAPL240621C00195000,195.0,3.1,3.15,0.049999952,1.6025625,0.19959296508789062,False,4.438350778647759,1.2883507786477595,0.4980244952269553,0.03434412784315108,16.366094941282597,801.3655770620644,-56.21056938113949
AAPL240621C00197500,197.5,2.19,2.26,0.049999952,2.2624412,0.2063067651367187,False,3.3604646337259965,1.1004646337259967,0.4137464421543081,0.033538671747008746,15.982268890998164,668.5929482389037,-54.281452250990306
AAPL240621C00200000,200.0,1.52,1.57,-0.049999952,-3.24675,0.21094539062499998,False,2.484575318690105,0.9145753186901049,0.3342507437823857,0.031335866127228384,14.932560303982594,542.1314081502095,-50.27387212954334
